[{:time-per-game 6013/5000,
   :wall-move-ratio 0.001044932,
   :fem2-ratio 0.37630662}
  {:score 84,
   :fruit-move-ratio 0.9767442,
   :wall-move-ratio 0.0020458265,
   :fem2-ratio 0.15837938}
  {:score 104,
   :fruit-move-ratio 0.97196263,
   :wall-move-ratio 0.001744186,
   :fem2-ratio 0.4841629}
  {:score 76,
   :fruit-move-ratio 0.987013,
   :wall-move-ratio 7.6923077E-4,
   :fem2-ratio 0.43502825}
  {:score 49,
   :fruit-move-ratio 0.9607843,
   :wall-move-ratio 8.174387E-4,
   :fem2-ratio 0.13010204}
  {:score 94,
   :fruit-move-ratio 0.9591837,
   :wall-move-ratio 0.001218769,
   :fem2-ratio 0.31612903}
  {:score 20,
   :fruit-move-ratio 0.95238096,
   :wall-move-ratio 6.395225E-4,
   :fem2-ratio 0.2837838}
  {:score 86,
   :fruit-move-ratio 0.96629214,
   :wall-move-ratio 7.6045626E-4,
   :fem2-ratio 0.34765625}
  {:score 101,
   :fruit-move-ratio 0.94392526,
   :wall-move-ratio 0.006706408,
   :fem2-ratio 0.3890909}
  {:score 107,
   :fruit-move-ratio 0.9727273,
   :wall-move-ratio 4.9751246E-4,
   :fem2-ratio 0.32258064}
  {:score 32,
   :fruit-move-ratio 0.8888889,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.42352942}
  {:score 105,
   :fruit-move-ratio 0.9722222,
   :wall-move-ratio 0.0015814444,
   :fem2-ratio 0.44813278}
  {:score 90,
   :fruit-move-ratio 0.989011,
   :wall-move-ratio 3.2938077E-4,
   :fem2-ratio 0.13207547}
  {:score 26,
   :fruit-move-ratio 0.9285714,
   :wall-move-ratio 2.5025025E-4,
   :fem2-ratio 0.9655172}
  {:score 66,
   :fruit-move-ratio 0.95652175,
   :wall-move-ratio 0.0013319126,
   :fem2-ratio 0.33990148}
  {:score 18,
   :fruit-move-ratio 0.9,
   :wall-move-ratio 4.961548E-4,
   :fem2-ratio 0.021097047}
  {:score 59,
   :fruit-move-ratio 0.9672131,
   :wall-move-ratio 7.047216E-4,
   :fem2-ratio 0.13436124}
  {:score 106,
   :fruit-move-ratio 0.96363634,
   :wall-move-ratio 0.0061099795,
   :fem2-ratio 0.44176707}
  {:score 107,
   :fruit-move-ratio 0.9907407,
   :wall-move-ratio 0.0011514105,
   :fem2-ratio 0.56842107}
  {:score 100,
   :fruit-move-ratio 0.96153843,
   :wall-move-ratio 0.0022727272,
   :fem2-ratio 0.5024155}
  {:score 93,
   :fruit-move-ratio 0.96875,
   :wall-move-ratio 3.782148E-4,
   :fem2-ratio 0.41379312}
  {:score 98,
   :fruit-move-ratio 0.989899,
   :wall-move-ratio 0.0031372549,
   :fem2-ratio 0.39919356}
  {:score 66,
   :fruit-move-ratio 0.92957747,
   :wall-move-ratio 4.189359E-4,
   :fem2-ratio 0.06826923}
  {:score 60,
   :fruit-move-ratio 0.95238096,
   :wall-move-ratio 0.0010869565,
   :fem2-ratio 0.48091602}
  {:score 95,
   :fruit-move-ratio 0.96938777,
   :wall-move-ratio 0.0035666518,
   :fem2-ratio 0.113953486}
  {:score 102,
   :fruit-move-ratio 0.95327103,
   :wall-move-ratio 0.0020449897,
   :fem2-ratio 0.3689655}
  {:score 87,
   :fruit-move-ratio 0.9456522,
   :wall-move-ratio 0.001458151,
   :fem2-ratio 0.575}
  {:score 33,
   :fruit-move-ratio 0.8918919,
   :wall-move-ratio 7.0323487E-4,
   :fem2-ratio 0.21637426}
  {:score 95,
   :fruit-move-ratio 0.97938144,
   :wall-move-ratio 0.001644196,
   :fem2-ratio 0.6689655}
  {:score 76,
   :fruit-move-ratio 0.96202534,
   :wall-move-ratio 3.6101084E-4,
   :fem2-ratio 0.1605691}
  {:score 102,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 4.3440488E-4,
   :fem2-ratio 0.36956522}
  {:score 102,
   :fruit-move-ratio 0.9807692,
   :wall-move-ratio 0.0026385225,
   :fem2-ratio 0.3768116}
  {:score 92,
   :fruit-move-ratio 0.9892473,
   :wall-move-ratio 0.0012290045,
   :fem2-ratio 0.47938144}
  {:score 91,
   :fruit-move-ratio 0.98913044,
   :wall-move-ratio 5.2534806E-4,
   :fem2-ratio 0.59354836}
  {:score 58,
   :fruit-move-ratio 0.9508197,
   :wall-move-ratio 7.577671E-4,
   :fem2-ratio 0.06785317}
  {:score 92,
   :fruit-move-ratio 0.9787234,
   :wall-move-ratio 0.0010917031,
   :fem2-ratio 0.4723618}
  {:score 62,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.4397163}
  {:score 96,
   :fruit-move-ratio 0.97959185,
   :wall-move-ratio 4.280822E-4,
   :fem2-ratio 0.5104167}
  {:score 84,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0011204482,
   :fem2-ratio 0.32684824}
  {:score 98,
   :fruit-move-ratio 0.98,
   :wall-move-ratio 0.001025641,
   :fem2-ratio 0.41322315}
  {:score 104,
   :fruit-move-ratio 0.9904762,
   :wall-move-ratio 4.9975014E-4,
   :fem2-ratio 0.4085603}
  {:score 109,
   :fruit-move-ratio 0.96460176,
   :wall-move-ratio 7.930214E-4,
   :fem2-ratio 0.28109452}
  {:score 94,
   :fruit-move-ratio 0.9894737,
   :wall-move-ratio 6.535948E-4,
   :fem2-ratio 0.3696498}
  {:score 71,
   :fruit-move-ratio 0.94666666,
   :wall-move-ratio 2.65252E-4,
   :fem2-ratio 0.5208333}
  {:score 100,
   :fruit-move-ratio 0.9708738,
   :wall-move-ratio 0.0057236305,
   :fem2-ratio 0.35034013}
  {:score 25,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 8.5886056E-4,
   :fem2-ratio 0.026455026}
  {:score 92,
   :fruit-move-ratio 0.93877554,
   :wall-move-ratio 0.0037209303,
   :fem2-ratio 0.4224138}
  {:score 97,
   :fruit-move-ratio 0.9897959,
   :wall-move-ratio 0.0023006136,
   :fem2-ratio 0.3310811}
  {:score 52,
   :fruit-move-ratio 0.9811321,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.74647886}
  {:score 32,
   :fruit-move-ratio 0.969697,
   :wall-move-ratio 0.0011213276,
   :fem2-ratio 0.21153846}
  {:score 102,
   :fruit-move-ratio 0.92727274,
   :wall-move-ratio 4.118616E-4,
   :fem2-ratio 0.32738096}
  {:score 28,
   :fruit-move-ratio 0.9655172,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.055343512}
  {:score 72,
   :fruit-move-ratio 0.972973,
   :wall-move-ratio 2.5614753E-4,
   :fem2-ratio 0.62184876}
  {:score 98,
   :fruit-move-ratio 0.9514563,
   :wall-move-ratio 4.196391E-4,
   :fem2-ratio 0.27913278}
  {:score 85,
   :fruit-move-ratio 0.9770115,
   :wall-move-ratio 0.0017325018,
   :fem2-ratio 0.20092379}
  {:score 99,
   :fruit-move-ratio 0.9339623,
   :wall-move-ratio 0.0018744143,
   :fem2-ratio 0.4649123}
  {:score 94,
   :fruit-move-ratio 0.9591837,
   :wall-move-ratio 0.0020151134,
   :fem2-ratio 0.43171805}
  {:score 103,
   :fruit-move-ratio 0.9537037,
   :wall-move-ratio 0.0028078621,
   :fem2-ratio 0.371134}
  {:score 63,
   :fruit-move-ratio 0.95454544,
   :wall-move-ratio 0.0015883822,
   :fem2-ratio 0.2}
  {:score 100,
   :fruit-move-ratio 0.98039216,
   :wall-move-ratio 3.1655587E-4,
   :fem2-ratio 0.31384614}
  {:score 101,
   :fruit-move-ratio 0.98058254,
   :wall-move-ratio 0.0019952115,
   :fem2-ratio 0.41035858}
  {:score 110,
   :fruit-move-ratio 0.9649123,
   :wall-move-ratio 0.0016576875,
   :fem2-ratio 0.5181818}
  {:score 67,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.19940476}
  {:score 21,
   :fruit-move-ratio 0.9130435,
   :wall-move-ratio 0.0026455026,
   :fem2-ratio 0.21495327}
  {:score 76,
   :fruit-move-ratio 0.9268293,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.35193133}
  {:score 105,
   :fruit-move-ratio 0.96330273,
   :wall-move-ratio 0.0018832391,
   :fem2-ratio 0.34169278}
  {:score 98,
   :fruit-move-ratio 0.9423077,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.3586207}
  {:score 76,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0014069645,
   :fem2-ratio 0.58914727}
  {:score 46,
   :fruit-move-ratio 0.93877554,
   :wall-move-ratio 5.044136E-4,
   :fem2-ratio 0.71014494}
  {:score 42,
   :fruit-move-ratio 0.9767442,
   :wall-move-ratio 9.272137E-4,
   :fem2-ratio 0.034290273}
  {:score 85,
   :fruit-move-ratio 0.96590906,
   :wall-move-ratio 4.3936732E-4,
   :fem2-ratio 0.4170616}
  {:score 55,
   :fruit-move-ratio 0.9322034,
   :wall-move-ratio 3.558719E-4,
   :fem2-ratio 0.20848057}
  {:score 103,
   :fruit-move-ratio 0.9537037,
   :wall-move-ratio 0.0019402406,
   :fem2-ratio 0.31764707}
  {:score 108,
   :fruit-move-ratio 0.9391304,
   :wall-move-ratio 0.001109878,
   :fem2-ratio 0.4107143}
  {:score 77,
   :fruit-move-ratio 0.9506173,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.6}
  {:score 103,
   :fruit-move-ratio 0.9537037,
   :wall-move-ratio 0.0013374945,
   :fem2-ratio 0.28421053}
  {:score 60,
   :fruit-move-ratio 0.9230769,
   :wall-move-ratio 2.656748E-4,
   :fem2-ratio 0.04797048}
  {:score 7,
   :fruit-move-ratio 0.875,
   :wall-move-ratio 9.5724314E-4,
   :fem2-ratio 0.8888889}
  {:score 109,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0027764924,
   :fem2-ratio 0.5736842}
  {:score 103,
   :fruit-move-ratio 0.9626168,
   :wall-move-ratio 0.0015098138,
   :fem2-ratio 0.540404}
  {:score 50,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.04699248}
  {:score 101,
   :fruit-move-ratio 0.96190476,
   :wall-move-ratio 0.0024570024,
   :fem2-ratio 0.4183267}
  {:score 44,
   :fruit-move-ratio 0.9166667,
   :wall-move-ratio 2.3137436E-4,
   :fem2-ratio 0.375}
  {:score 82,
   :fruit-move-ratio 0.9647059,
   :wall-move-ratio 6.3431653E-4,
   :fem2-ratio 0.14731368}
  {:score 103,
   :fruit-move-ratio 0.9809524,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.13743456}
  {:score 101,
   :fruit-move-ratio 0.94392526,
   :wall-move-ratio 0.0016970725,
   :fem2-ratio 0.2808399}
  {:score 0,
   :fruit-move-ratio nil,
   :wall-move-ratio 1.0,
   :fem2-ratio nil}
  {:score 108,
   :fruit-move-ratio 0.9557522,
   :wall-move-ratio 0.0020449897,
   :fem2-ratio 0.47478992}
  {:score 100,
   :fruit-move-ratio 0.9708738,
   :wall-move-ratio 0.002870264,
   :fem2-ratio 0.5508021}
  {:score 42,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 3.9572615E-4,
   :fem2-ratio 0.45652175}
  {:score 84,
   :fruit-move-ratio 0.9767442,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.08884297}
  {:score 22,
   :fruit-move-ratio 0.95652175,
   :wall-move-ratio 3.3852403E-4,
   :fem2-ratio 0.39655173}
  {:score 101,
   :fruit-move-ratio 0.96190476,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.6818182}
  {:score 69,
   :fruit-move-ratio 0.97183096,
   :wall-move-ratio 4.3850034E-4,
   :fem2-ratio 0.41040462}
  {:score 96,
   :fruit-move-ratio 0.96,
   :wall-move-ratio 0.0014776505,
   :fem2-ratio 0.39215687}
  {:score 26,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0012409514,
   :fem2-ratio 0.018348623}
  {:score 106,
   :fruit-move-ratio 0.9380531,
   :wall-move-ratio 0.0017905103,
   :fem2-ratio 0.452}
  {:score 93,
   :fruit-move-ratio 0.9587629,
   :wall-move-ratio 0.001896505,
   :fem2-ratio 0.45539907}
  {:score 105,
   :fruit-move-ratio 0.95454544,
   :wall-move-ratio 0.0018856066,
   :fem2-ratio 0.5116279}
  {:score 87,
   :fruit-move-ratio 0.96666664,
   :wall-move-ratio 0.001234568,
   :fem2-ratio 0.65217394}
  {:score 106,
   :fruit-move-ratio 0.99065423,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.45922747}
  {:score 67,
   :fruit-move-ratio 0.91780823,
   :wall-move-ratio 0.0017683466,
   :fem2-ratio 0.10960961}
  {:score 103,
   :fruit-move-ratio 0.9716981,
   :wall-move-ratio 6.98812E-4,
   :fem2-ratio 0.5}
  {:score 99,
   :fruit-move-ratio 0.9611651,
   :wall-move-ratio 5.7937426E-4,
   :fem2-ratio 0.27688172}
  {:score 99,
   :fruit-move-ratio 0.9705882,
   :wall-move-ratio 9.68523E-4,
   :fem2-ratio 0.4744186}
  {:score 102,
   :fruit-move-ratio 0.9622642,
   :wall-move-ratio 4.2698547E-4,
   :fem2-ratio 0.22037423}
  {:score 99,
   :fruit-move-ratio 0.9705882,
   :wall-move-ratio 0.0016741072,
   :fem2-ratio 0.5049505}
  {:score 72,
   :fruit-move-ratio 0.972973,
   :wall-move-ratio 3.2456993E-4,
   :fem2-ratio 0.34101382}
  {:score 74,
   :fruit-move-ratio 0.9866667,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.26132405}
  {:score 59,
   :fruit-move-ratio 0.9076923,
   :wall-move-ratio 2.6946914E-4,
   :fem2-ratio 0.6372549}
  {:score 81,
   :fruit-move-ratio 0.9878049,
   :wall-move-ratio 3.8520803E-4,
   :fem2-ratio 0.16803278}
  {:score 79,
   :fruit-move-ratio 0.9634146,
   :wall-move-ratio 0.0010548523,
   :fem2-ratio 0.5}
  {:score 73,
   :fruit-move-ratio 0.9864865,
   :wall-move-ratio 0.0016163794,
   :fem2-ratio 0.32034633}
  {:score 114,
   :fruit-move-ratio 0.9579832,
   :wall-move-ratio 8.952551E-4,
   :fem2-ratio 0.4311594}
  {:score 102,
   :fruit-move-ratio 0.9807692,
   :wall-move-ratio 0.004250797,
   :fem2-ratio 0.33656958}
  {:score 80,
   :fruit-move-ratio 0.95238096,
   :wall-move-ratio 6.1050063E-4,
   :fem2-ratio 0.3853211}
  {:score 81,
   :fruit-move-ratio 0.96428573,
   :wall-move-ratio 0.0018477457,
   :fem2-ratio 0.20143884}
  {:score 9,
   :fruit-move-ratio 0.9,
   :wall-move-ratio 3.0193236E-4,
   :fem2-ratio 0.010162601}
  {:score 53,
   :fruit-move-ratio 0.9814815,
   :wall-move-ratio 3.101737E-4,
   :fem2-ratio 0.15472779}
  {:score 102,
   :fruit-move-ratio 0.9807692,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.16099072}
  {:score 102,
   :fruit-move-ratio 0.9714286,
   :wall-move-ratio 4.7348486E-4,
   :fem2-ratio 0.50239235}
  {:score 99,
   :fruit-move-ratio 0.9705882,
   :wall-move-ratio 5.3304905E-4,
   :fem2-ratio 0.49275362}
  {:score 110,
   :fruit-move-ratio 0.9734513,
   :wall-move-ratio 0.0012626263,
   :fem2-ratio 0.48085105}
  {:score 83,
   :fruit-move-ratio 0.96511626,
   :wall-move-ratio 0.0012798635,
   :fem2-ratio 0.25981873}
  {:score 84,
   :fruit-move-ratio 0.9767442,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.33076924}
  {:score 95,
   :fruit-move-ratio 0.96938777,
   :wall-move-ratio 5.286809E-4,
   :fem2-ratio 0.10251046}
  {:score 79,
   :fruit-move-ratio 0.9518072,
   :wall-move-ratio 7.869885E-4,
   :fem2-ratio 0.13810316}
  {:score 72,
   :fruit-move-ratio 0.972973,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.13909775}
  {:score 80,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 8.335649E-4,
   :fem2-ratio 0.16}
  {:score 96,
   :fruit-move-ratio 0.97959185,
   :wall-move-ratio 0.0028409092,
   :fem2-ratio 0.37984496}
  {:score 42,
   :fruit-move-ratio 0.95454544,
   :wall-move-ratio 2.1987686E-4,
   :fem2-ratio 0.08413002}
  {:score 71,
   :fruit-move-ratio 0.9861111,
   :wall-move-ratio 6.133088E-4,
   :fem2-ratio 0.24324325}
  {:score 28,
   :fruit-move-ratio 0.93333334,
   :wall-move-ratio 7.808433E-4,
   :fem2-ratio 0.058027077}
  {:score 107,
   :fruit-move-ratio 0.94690263,
   :wall-move-ratio 0.0049164207,
   :fem2-ratio 0.50446427}
  {:score 71,
   :fruit-move-ratio 0.94666666,
   :wall-move-ratio 8.839779E-4,
   :fem2-ratio 0.38071066}
  {:score 67,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 9.135201E-4,
   :fem2-ratio 0.471831}
  {:score 75,
   :fruit-move-ratio 0.9868421,
   :wall-move-ratio 5.22466E-4,
   :fem2-ratio 0.6280992}
  {:score 88,
   :fruit-move-ratio 0.96703297,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.38723403}
  {:score 100,
   :fruit-move-ratio 0.9708738,
   :wall-move-ratio 0.003021148,
   :fem2-ratio 0.502439}
  {:score 93,
   :fruit-move-ratio 0.9893617,
   :wall-move-ratio 0.0032102729,
   :fem2-ratio 0.5371429}
  {:score 54,
   :fruit-move-ratio 0.9818182,
   :wall-move-ratio 2.2779043E-4,
   :fem2-ratio 0.55}
  {:score 99,
   :fruit-move-ratio 0.9705882,
   :wall-move-ratio 5.6179776E-4,
   :fem2-ratio 0.53125}
  {:score 33,
   :fruit-move-ratio 0.9705882,
   :wall-move-ratio 0.0012518779,
   :fem2-ratio 0.085213035}
  {:score 107,
   :fruit-move-ratio 0.963964,
   :wall-move-ratio 0.0029658922,
   :fem2-ratio 0.41417912}
  {:score 92,
   :fruit-move-ratio 0.96842104,
   :wall-move-ratio 0.001612383,
   :fem2-ratio 0.20386267}
  {:score 65,
   :fruit-move-ratio 0.942029,
   :wall-move-ratio 0.0013623978,
   :fem2-ratio 0.41317365}
  {:score 103,
   :fruit-move-ratio 0.9626168,
   :wall-move-ratio 0.0014333492,
   :fem2-ratio 0.5631579}
  {:score 76,
   :fruit-move-ratio 0.974359,
   :wall-move-ratio 0.0017278618,
   :fem2-ratio 0.40837696}
  {:score 64,
   :fruit-move-ratio 0.8888889,
   :wall-move-ratio 3.3795202E-4,
   :fem2-ratio 0.27272728}
  {:score 98,
   :fruit-move-ratio 0.97029704,
   :wall-move-ratio 0.005835157,
   :fem2-ratio 0.47196263}
  {:score 92,
   :fruit-move-ratio 0.96842104,
   :wall-move-ratio 0.0017899761,
   :fem2-ratio 0.19467214}
  {:score 92,
   :fruit-move-ratio 0.9892473,
   :wall-move-ratio 0.0018105009,
   :fem2-ratio 0.5849057}
  {:score 103,
   :fruit-move-ratio 0.9809524,
   :wall-move-ratio 7.993605E-4,
   :fem2-ratio 0.43209878}
  {:score 106,
   :fruit-move-ratio 0.9724771,
   :wall-move-ratio 9.82801E-4,
   :fem2-ratio 0.5828877}
  {:score 91,
   :fruit-move-ratio 0.97849464,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.14927769}
  {:score 95,
   :fruit-move-ratio 0.96938777,
   :wall-move-ratio 0.001523616,
   :fem2-ratio 0.16984402}
  {:score 86,
   :fruit-move-ratio 0.9885057,
   :wall-move-ratio 0.001965602,
   :fem2-ratio 0.23835616}
  {:score 85,
   :fruit-move-ratio 0.93406594,
   :wall-move-ratio 0.0014031805,
   :fem2-ratio 0.21980676}
  {:score 105,
   :fruit-move-ratio 0.95454544,
   :wall-move-ratio 0.0035149385,
   :fem2-ratio 0.41984734}
  {:score 15,
   :fruit-move-ratio 0.88235295,
   :wall-move-ratio 2.0751193E-4,
   :fem2-ratio 0.68}
  {:score 97,
   :fruit-move-ratio 0.94174755,
   :wall-move-ratio 0.0022401435,
   :fem2-ratio 0.52284265}
  {:score 93,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0038610038,
   :fem2-ratio 0.2879257}
  {:score 78,
   :fruit-move-ratio 0.962963,
   :wall-move-ratio 3.4891834E-4,
   :fem2-ratio 0.35064936}
  {:score 99,
   :fruit-move-ratio 0.9611651,
   :wall-move-ratio 8.019246E-4,
   :fem2-ratio 0.4537445}
  {:score 76,
   :fruit-move-ratio 0.987013,
   :wall-move-ratio 7.434944E-4,
   :fem2-ratio 0.27017543}
  {:score 102,
   :fruit-move-ratio 0.99029124,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.4517544}
  {:score 105,
   :fruit-move-ratio 0.9375,
   :wall-move-ratio 9.7228977E-4,
   :fem2-ratio 0.28791773}
  {:score 105,
   :fruit-move-ratio 0.9813084,
   :wall-move-ratio 0.010810811,
   :fem2-ratio 0.507109}
  {:score 79,
   :fruit-move-ratio 0.92941177,
   :wall-move-ratio 0.0023734176,
   :fem2-ratio 0.3469388}
  {:score 1,
   :fruit-move-ratio 0.5,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.0011135858}
  {:score 55,
   :fruit-move-ratio 0.98214287,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.1509434}
  {:score 98,
   :fruit-move-ratio 0.9607843,
   :wall-move-ratio 0.0036630037,
   :fem2-ratio 0.4015748}
  {:score 87,
   :fruit-move-ratio 0.96666664,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.28037384}
  {:score 61,
   :fruit-move-ratio 0.93846154,
   :wall-move-ratio 8.457852E-4,
   :fem2-ratio 0.056472633}
  {:score 69,
   :fruit-move-ratio 0.97183096,
   :wall-move-ratio 5.6497176E-4,
   :fem2-ratio 0.6283186}
  {:score 95,
   :fruit-move-ratio 0.9895833,
   :wall-move-ratio 8.45666E-4,
   :fem2-ratio 0.41558442}
  {:score 24,
   :fruit-move-ratio 0.9230769,
   :wall-move-ratio 7.518797E-4,
   :fem2-ratio 0.03217822}
  {:score 103,
   :fruit-move-ratio 0.9716981,
   :wall-move-ratio 0.0024390244,
   :fem2-ratio 0.20190476}
  {:score 77,
   :fruit-move-ratio 0.98717946,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.0726257}
  {:score 90,
   :fruit-move-ratio 0.94736844,
   :wall-move-ratio 4.92126E-4,
   :fem2-ratio 0.3846154}
  {:score 92,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0017699115,
   :fem2-ratio 0.33093524}
  {:score 101,
   :fruit-move-ratio 0.98058254,
   :wall-move-ratio 3.3715443E-4,
   :fem2-ratio 0.54787236}
  {:score 54,
   :fruit-move-ratio 0.9818182,
   :wall-move-ratio 3.32668E-4,
   :fem2-ratio 0.43307087}
  {:score 48,
   :fruit-move-ratio 0.97959185,
   :wall-move-ratio 5.585032E-4,
   :fem2-ratio 0.111872144}
  {:score 96,
   :fruit-move-ratio 0.969697,
   :wall-move-ratio 4.4267374E-4,
   :fem2-ratio 0.46478873}
  {:score 98,
   :fruit-move-ratio 0.98,
   :wall-move-ratio 5.6657224E-4,
   :fem2-ratio 0.33898306}
  {:score 53,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 4.3122037E-4,
   :fem2-ratio 0.06955381}
  {:score 107,
   :fruit-move-ratio 0.98165137,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.41444868}
  {:score 86,
   :fruit-move-ratio 0.97727275,
   :wall-move-ratio 0.001344086,
   :fem2-ratio 0.45360824}
  {:score 64,
   :fruit-move-ratio 0.95522386,
   :wall-move-ratio 0.0059782607,
   :fem2-ratio 0.22259136}
  {:score 104,
   :fruit-move-ratio 0.9811321,
   :wall-move-ratio 7.272727E-4,
   :fem2-ratio 0.35690236}
  {:score 42,
   :fruit-move-ratio 0.9767442,
   :wall-move-ratio 0.0041889693,
   :fem2-ratio 0.5180723}
  {:score 9,
   :fruit-move-ratio 0.9,
   :wall-move-ratio 0.0042310134,
   :fem2-ratio 0.04587156}
  {:score 26,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.3561644}
  {:score 96,
   :fruit-move-ratio 0.97959185,
   :wall-move-ratio 4.2680325E-4,
   :fem2-ratio 0.15654951}
  {:score 61,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0019214933,
   :fem2-ratio 0.21708184}
  {:score 58,
   :fruit-move-ratio 0.9830508,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.03760357}
  {:score 105,
   :fruit-move-ratio 0.9813084,
   :wall-move-ratio 3.6968576E-4,
   :fem2-ratio 0.30835736}
  {:score 99,
   :fruit-move-ratio 0.99,
   :wall-move-ratio 6.8540097E-4,
   :fem2-ratio 0.34129694}
  {:score 104,
   :fruit-move-ratio 0.9811321,
   :wall-move-ratio 6.21118E-4,
   :fem2-ratio 0.5520833}
  {:score 102,
   :fruit-move-ratio 0.9622642,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.24537037}
  {:score 105,
   :fruit-move-ratio 0.990566,
   :wall-move-ratio 5.313496E-4,
   :fem2-ratio 0.4108527}
  {:score 102,
   :fruit-move-ratio 0.9714286,
   :wall-move-ratio 8.156607E-4,
   :fem2-ratio 0.46666667}
  {:score 103,
   :fruit-move-ratio 0.99038464,
   :wall-move-ratio 5.473454E-4,
   :fem2-ratio 0.42975205}
  {:score 81,
   :fruit-move-ratio 1.0,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.32142857}
  {:score 106,
   :fruit-move-ratio 0.9724771,
   :wall-move-ratio 0.007849978,
   :fem2-ratio 0.33435583}
  {:score 62,
   :fruit-move-ratio 0.95384616,
   :wall-move-ratio 0.002283105,
   :fem2-ratio 0.41401273}
  {:score 86,
   :fruit-move-ratio 0.96629214,
   :wall-move-ratio 0.0016326531,
   :fem2-ratio 0.6641791}
  {:score 72,
   :fruit-move-ratio 0.98630136,
   :wall-move-ratio 3.342246E-4,
   :fem2-ratio 0.12166667}
  {:score 18,
   :fruit-move-ratio 0.9,
   :wall-move-ratio 2.943774E-4,
   :fem2-ratio 0.17699115}
  {:score 90,
   :fruit-move-ratio 0.9782609,
   :wall-move-ratio 0.0018281536,
   :fem2-ratio 0.43601894}
  {:score 79,
   :fruit-move-ratio 0.97530866,
   :wall-move-ratio 4.681648E-4,
   :fem2-ratio 0.39130434}
  {:score 106,
   :fruit-move-ratio 0.9814815,
   :wall-move-ratio 0.002042901,
   :fem2-ratio 0.40449437}
  {:score 82,
   :fruit-move-ratio 0.9647059,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.13097073}
  {:score 84,
   :fruit-move-ratio 0.9882353,
   :wall-move-ratio 0.0045126355,
   :fem2-ratio 0.53797466}
  {:score 93,
   :fruit-move-ratio 0.97894734,
   :wall-move-ratio 0.0016863407,
   :fem2-ratio 0.5191257}
  {:score 90,
   :fruit-move-ratio 0.989011,
   :wall-move-ratio 8.992806E-4,
   :fem2-ratio 0.29641694}
  {:score 44,
   :fruit-move-ratio 0.9361702,
   :wall-move-ratio 9.7016734E-4,
   :fem2-ratio 0.114914425}
  {:score 84,
   :fruit-move-ratio 0.93333334,
   :wall-move-ratio 0.0031206657,
   :fem2-ratio 0.12311901}
  {:score 92,
   :fruit-move-ratio 0.96842104,
   :wall-move-ratio 3.4626038E-4,
   :fem2-ratio 0.37698412}
  {:score 83,
   :fruit-move-ratio 0.96511626,
   :wall-move-ratio 0.0,
   :fem2-ratio 0.08591408}
  {:score 95,
   :fruit-move-ratio 0.96938777,
   :wall-move-ratio 0.0021312872,
   :fem2-ratio 0.5104167}
  {:score 98,
   :fruit-move-ratio 0.97029704,
   :wall-move-ratio 0.0031931878,
   :fem2-ratio 0.32580644}
  {:score 101,
   :fruit-move-ratio 0.99019605,
   :wall-move-ratio 0.0011402508,
